AÑO JUDICIAL;"TÍTULO GENERAL  
(MATERIA DEL RECURSO)";"TÍTULO ESPECIFICO 
(SUMILLA)";FUENTE LIBRO
1873-1874-1875;---;Doctrina del ministerio fiscal sobre improcedencia del recurso de nulidad en los juicios sobre delitos exceptuados, aceptada por la Excma. Corte Suprema...... ;Anales Judiciales del Perú  1873-1874-1875
1873-1874-1875;---;En los contratos sobre obras del estado no está expedita la acción privativa ante la Corte Suprema por los sub-contratos que celebren los contratistas con terceras personas que no han intervenido en aquellos....;Anales Judiciales del Perú  1873-1874-1875
1873-1874-1875;---;Competencia de jurisdicción entre jueces de distintos lugares...;Anales Judiciales del Perú  1873-1874-1875
1873-1874-1875;---;Las actuaciones judiciales sobre bienes de un intestado practicadas en el Perú por los cónsules extranjeros son insubsistentes y carecen de valor legal en juicio si existen en la república herederos conocidos..;Anales Judiciales del Perú  1873-1874-1875
1873-1874-1875;---;Retroacción de los efectos de la quiebra...;Anales Judiciales del Perú  1873-1874-1875
1873-1874-1875;---;Debe ser pro-indiviso la posesión de inmuebles pertenecientes á una testamentaría reclamada por los que tienen derechos hereditarios sobre dichos in inuebles...;Anales Judiciales del Perú  1873-1874-1875
1873-1874-1875;---;Aumento de la pena por comisión de varios delitos-Las injurias contra los sacerdotes se reputa delitos religiosos...;Anales Judiciales del Perú  1873-1874-1875
1873-1874-1875;---;Juicios de cuentas en los juzgadoo de hacienda: corresponden al cajero fiscal como juez de primera instancia las de la escuela de medicina.....;Anales Judiciales del Perú  1873-1874-1875
1873-1874-1875;---;Se reputa dueño de los terrenos en posesión al que se halla en posesión inmemorial de ellos y que no ha sido interrumpida, ni contradicha;Anales Judiciales del Perú  1873-1874-1875
1873-1874-1875;---;Asesinato con decapitación del cadáver, por robo, consumado á traición y sobre seguro.....;Anales Judiciales del Perú  1873-1874-1875
1873-1874-1875;---;No debe apelarse ante la Corte Superior de las resoluciones expedidas por los juzgados de paz.....;Anales Judiciales del Perú  1873-1874-1875
1873-1874-1875;---;Juicio de bigamia. Improcedencia del recurso de nulidad interpuesto contra el fallo de vista que declara la competencia del juez del crimen del fuero común para conocer en la causa....;Anales Judiciales del Perú  1873-1874-1875
1873-1874-1875;---;No es causal de recusación para resolver sobre lo principal, el hecho de que el juez ó tribunal haya expedido resolución sobre artículos ó incidentes del mismo juicio;Anales Judiciales del Perú  1873-1874-1875
1873-1874-1875;---;Prescripción del derecho de adquirir las servidumbres.- Doctrina del ministerio fiscal;Anales Judiciales del Perú  1873-1874-1875
1873-1874-1875;---;La jurisdicción de los jueces árbitros es limitada á los puntos señalados en el pacto compromisario...;Anales Judiciales del Perú  1873-1874-1875
1873-1874-1875;---;El juicio sobre vacancia de una capellanía colatira se sustancia por la vía ordinaria ...;Anales Judiciales del Perú  1873-1874-1875
1873-1874-1875;---;Está en las atribuciones legales del ministerio fiscal sostener los derechos de los particulares aunque sean opuestos a los intereses del fisco con quien estos litigan, cuando á aquellos les asiste justicia …;Anales Judiciales del Perú  1873-1874-1875
1873-1874-1875;---;Cómputo del término para declarar la prescripción.;Anales Judiciales del Perú  1873-1874-1875
1873-1874-1875;---;En los juicios de calumnia é injurias no interviene el ministerio público-Insubsistencia..;Anales Judiciales del Perú  1873-1874-1875
1873-1874-1875;---;La filiación del hijo natural sólo puede declararse por el reconocimiento explícito y directo del padre, aún en el caso de que la abuela lo haya reconocido como hijo de su hijo .....;Anales Judiciales del Perú  1873-1874-1875
1873-1874-1875;---;El vocal que ha conocido en primera instancia como juez de una causa, aunque no la haya fallado, está impedido para conocer de la misma en segunda instancia…;Anales Judiciales del Perú  1873-1874-1875
1873-1874-1875;---;"Sólo proceden los intereses penales en las deudas hipotecarias en favor de los bancos hipotecarios; pero no en las hipotecas simples entre particulares.-Improcedencia";Anales Judiciales del Perú  1873-1874-1875
1873-1874-1875;---;ADDENDA;Anales Judiciales del Perú  1873-1874-1875
1876-1877-1878-1879;---;Es causal de disminución de la pena designada para el homicidio, la locura manifiesta del reo y haber este cometido el delito bajo influencias pasionales.....;Anales Judiciales del Perú  1876-1877-1878-1879
1876-1877-1878-1879;---;Incurre en el delito de falsedad y usurpación de nombre el vendedor de cosa raiz, que afirma falsamente no existir gravámen en ella y toma otro nombre para librarse de la responsabilidad consiguiente.......;Anales Judiciales del Perú  1876-1877-1878-1879
1876-1877-1878-1879;---;"Procede el recurso de nulidad del auto que resuelve el juiciode intestado; suspéndese este juicio para preferir la comprobación de la memoria testamentaria del presunte intestado, aunque se haya presentado después de los ocho dias de la ley si se comprueba que hubo inpedimento....";Anales Judiciales del Perú  1876-1877-1878-1879
1876-1877-1878-1879;---;Recurso de nulidad interpuesto por el barco de Londres, México y Sud América en la causa seguida con don Pedro Arrese, sobre remate de una finca.....;Anales Judiciales del Perú  1876-1877-1878-1879
1876-1877-1878-1879;---;Homicidio frustrado en la persona del presidente de la república don Manuel Pardo........;Anales Judiciales del Perú  1876-1877-1878-1879
1876-1877-1878-1879;---;Decomiso de facto por la falta de pago de cánon en el censo consignativo..... ;Anales Judiciales del Perú  1876-1877-1878-1879
1876-1877-1878-1879;---;Aplicación de la pena de expatriación por delito de rebelión contra el gobierno constitucional......;Anales Judiciales del Perú  1876-1877-1878-1879
1876-1877-1878-1879;---;Es procedente el recurso de nulidad interpuesto para ante la corte suprema sobre los incidentes y artículos promovidos en 2da. instancia.;Anales Judiciales del Perú  1876-1877-1878-1879
1876-1877-1878-1879;---;Discernimiento entre el delito de robo y el у de hurto...........;Anales Judiciales del Perú  1876-1877-1878-1879
1876-1877-1878-1879;---;Usurpación de autoridad..;Anales Judiciales del Perú  1876-1877-1878-1879
1876-1877-1878-1879;---;Las obligaciones de mutuo contraidas sin expresar la calidad de la moneda entregada, puede cancelarse con billetes de banco de circulación autorizada en el tiempo que se celebró el contrato.......;Anales Judiciales del Perú  1876-1877-1878-1879
1876-1877-1878-1879;---;No hay derecho al amparo de posesión de cosa que se ha poseído por concesión gratuita del dueño..........;Anales Judiciales del Perú  1876-1877-1878-1879
1876-1877-1878-1879;---;Recurso de nulidad interpuesto por don Gregorio Gandolfo en la causa que sigue con don Adolfo Montes sobre entrega de bonos dados con pacto de retroventa....;Anales Judiciales del Perú  1876-1877-1878-1879
1876-1877-1878-1879;---;Atribución del juez de paz en juicios criminales....;Anales Judiciales del Perú  1876-1877-1878-1879
1876-1877-1878-1879;---;Recurso de nulidad interpuesto por doña Pascuala Elguera, en la causa seguida con don Belisario Eyzaguirre y el banco Territorial Hipotecario, sobre una finca.. ;Anales Judiciales del Perú  1876-1877-1878-1879
1876-1877-1878-1879;---;La omisión de la citación a los coherederos ausentes en el juicio seguido contra la herencia deudora, no la revalida, si esta citación se ha hecho á lo herederos presentes......;Anales Judiciales del Perú  1876-1877-1878-1879
1876-1877-1878-1879;---;En el juicio de despojo judicial está expedita la personería del que puede ser perjudicado por la sentencia que se expida..... ;Anales Judiciales del Perú  1876-1877-1878-1879
1876-1877-1878-1879;---;Tratándose de descubrir en juicio quien sea el heredero testamentario de un fallecido, carecen de personería para intervenir en él, los que se han opuesto al testamento pidiendo el intestado.;Anales Judiciales del Perú  1876-1877-1878-1879
1876-1877-1878-1879;---;Cumplimiento de un contrato relativo á la molienda de caña........;Anales Judiciales del Perú  1876-1877-1878-1879
1876-1877-1878-1879;---;La muerte proveniente de las heridas causadas no se atribuye al autor de estas, si se prueba que han ocurrido causas diferentes que la han determinado ....;Anales Judiciales del Perú  1876-1877-1878-1879
1876-1877-1878-1879;---;No infiere despojo el propietario de un terreno que lo recupera del subarrendatario una vez terminado el tiempo de posesión que concedió al arrendatario sin haber intervenido en el contrato de subarriendo entre estos últimos....;Anales Judiciales del Perú  1876-1877-1878-1879
1876-1877-1878-1879;---;Los valores entregados en garantía de deuda, como prenda pretoria, pueden rematarse á voluntad del acreedor, si cumplido el plazo estipulado no ha sido satisfecha la obligación, aplicándose el producto á la cancelación del crédito..... ;Anales Judiciales del Perú  1876-1877-1878-1879
1876-1877-1878-1879;---;Custodia de presos. Homicidio de los coroneles Herencia Zevallos y Gamio. Pena de penitenciaría aplicada á los autores....;Anales Judiciales del Perú  1876-1877-1878-1879
1876-1877-1878-1879;---;El abandono no puede aducirse como excepción del juicio si antes no ha sido declarado judicialmente;Anales Judiciales del Perú  1876-1877-1878-1879
1876-1877-1878-1879;---;Prescripción en lo criminal del derecho de acusar..;Anales Judiciales del Perú  1876-1877-1878-1879
1876-1877-1878-1879;---;Pena de penitenciaría en 4° grado por el delito de homicidio: la prueba pericial acrecredita el delito...;Anales Judiciales del Perú  1876-1877-1878-1879
1876-1877-1878-1879;---;Es nula la ventá de un bien del que se ha hecho donación en forma á los hijos del donante sin que antes no se haya revocado de un modo esplicito la transferencia que se hizo á título gratuito........ ;Anales Judiciales del Perú  1876-1877-1878-1879
1876-1877-1878-1879;---;Los donados de los conventos no pueden demandar por alinientos;Anales Judiciales del Perú  1876-1877-1878-1879
1876-1877-1878-1879;---;El despojo debe entablarse como acción civil aunque haya mediado fuerza y violencia...;Anales Judiciales del Perú  1876-1877-1878-1879
1876-1877-1878-1879;---;Indemnización civil por la muerte causada por accidente ferroviario.;Anales Judiciales del Perú  1876-1877-1878-1879
1876-1877-1878-1879;---;Fianza pedida al marido por la mujer casada para asegurar la devolución de la dote....;Anales Judiciales del Perú  1876-1877-1878-1879
1876-1877-1878-1879;---;Nulidad de una venta....;Anales Judiciales del Perú  1876-1877-1878-1879
1876-1877-1878-1879;---;En la comisión de varios delitos es juez competente para juzgar al autor el del lugar en donde se cometió el último...;Anales Judiciales del Perú  1876-1877-1878-1879
1876-1877-1878-1879;---;El usufrutuario no puede subarrendar á 3ra persona para después de los días de su vida...;Anales Judiciales del Perú  1876-1877-1878-1879
1876-1877-1878-1879;---;El autor de un estupro 110 queda eximido de la pena aunque ofrezca casarse con la estuprada;Anales Judiciales del Perú  1876-1877-1878-1879
1876-1877-1878-1879;---;Los bienes de la mujer casada no son responsables sino por las deudas contraídas que se invirtieron en su propio beneficio..;Anales Judiciales del Perú  1876-1877-1878-1879
1876-1877-1878-1879;---;La libre disposición del dinero que se dá á título de depósito constituye delíto de defraudación...;Anales Judiciales del Perú  1876-1877-1878-1879
1876-1877-1878-1879;---;La responsabilidad del juez de paz por abuso de autoridad..;Anales Judiciales del Perú  1876-1877-1878-1879
1876-1877-1878-1879;---;Nulidad de testamento..;Anales Judiciales del Perú  1876-1877-1878-1879
1876-1877-1878-1879;---;Representación de la herencia abintestato......;Anales Judiciales del Perú  1876-1877-1878-1879
1876-1877-1878-1879;---;El hijo del hombre casado bajo rito anglicano habido en distinta mujer, sólo puede obtener la cuasi posesión de hijo adulterino;Anales Judiciales del Perú  1876-1877-1878-1879
1876-1877-1878-1879;---;El parentesco espiritual de los fiscales con los litigantes en juicio en que deben dictaminar están impedidos para emitir dictamen;Anales Judiciales del Perú  1876-1877-1878-1879
1876-1877-1878-1879;---;En los juicios de imprenta prefiere la jurisdicción especial al intentarse la acusación del autor del impreso contra los agraviados por el delito que se les atribuye en el escrito denunciado.;Anales Judiciales del Perú  1876-1877-1878-1879
1876-1877-1878-1879;---;Nulidad de testamento.....;Anales Judiciales del Perú  1876-1877-1878-1879
